no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber_buku,soal_len,jawaban_len
284,organ tubuh manusia dan hewan,fungsi rongga hidung,untuk apa rongga hidung saat bernapas?,rongga hidung berfungsi untuk menyaring debu sekaligus menyesuaikan suhu serta kelembapan udara yang masuk.,rambut hidung dan selaput lendir menahan kotoran agar tidak masuk lebih jauh.,"udara yang masuk ke hidung tidak langsung menuju paru-paru, tetapi disaring terlebih dahulu.",https: www.omahbse.com ktsp file sd-5 ipa 001,6,14
285,organ tubuh manusia dan hewan,fungsi rongga hidung,apa kegunaan rongga hidung saat bernapas?,rongga hidung berfungsi untuk menyaring debu sekaligus menyesuaikan suhu serta kelembapan udara yang masuk.,rambut hidung dan selaput lendir menahan kotoran agar tidak masuk lebih jauh.,"udara yang masuk ke hidung tidak langsung menuju paru-paru, tetapi disaring terlebih dahulu.",https: www.omahbse.com ktsp file sd-5 ipa 001,6,14
286,organ tubuh manusia dan hewan,fungsi rongga hidung,mengapa rongga hidung saat bernapas penting?,rongga hidung berfungsi untuk menyaring debu sekaligus menyesuaikan suhu serta kelembapan udara yang masuk.,rambut hidung dan selaput lendir menahan kotoran agar tidak masuk lebih jauh.,"udara yang masuk ke hidung tidak langsung menuju paru-paru, tetapi disaring terlebih dahulu.",https: www.omahbse.com ktsp file sd-5 ipa 001,6,14
287,organ tubuh manusia dan hewan,pernapasan dada dan perut,apa yang membedakan pernapasan dada dan pernapasan perut?,pernapasan dada terjadi karena pergerakan tulang rusuk sementara pernapasan perut terjadi karena gerakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,14
288,organ tubuh manusia dan hewan,pernapasan dada dan perut,bagaimana perbedaan pernapasan dada dan pernapasan perut?,pernapasan dada terjadi karena pergerakan tulang rusuk sementara pernapasan perut terjadi karena gerakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,14
289,organ tubuh manusia dan hewan,pernapasan dada dan perut,jelaskan perbedaan pernapasan dada dan pernapasan perut?,pernapasan dada terjadi karena pergerakan tulang rusuk sementara pernapasan perut terjadi karena gerakan diafragma.,"saat tulang rusuk terangkat, rongga dada membesar dan udara masuk.",gerak otot-otot pernapasan membuat udara dapat keluar-masuk paru-paru.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,14
290,organ tubuh manusia dan hewan,alat pernapasan ikan,ikan bernapas menggunakan alat apa?,ikan menggunakan insang untuk mengambil oksigen dari air.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,8
291,organ tubuh manusia dan hewan,alat pernapasan ikan,apa nama alat yang dipakai ikan untuk bernapas?,ikan menggunakan insang untuk mengambil oksigen dari air.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,8
292,organ tubuh manusia dan hewan,alat pernapasan ikan,alat apa yang dipakai ikan untuk bernapas?,ikan menggunakan insang untuk mengambil oksigen dari air.,"mulut ikan terbuka dan air masuk, lalu oksigen diserap oleh insang.",ikan hidup di air sehingga menggunakan insang untuk mengambil oksigen terlarut.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,8
293,organ tubuh manusia dan hewan,alat pernapasan burung,apa nama alat bantu pernapasan burung saat terbang?,pundi udara membantu proses pernapasan ketika burung berada di udara.,pundi-pundi udara membantu burung tetap bernapas ketika terbang jauh.,burung memiliki sistem pernapasan yang mendukung aktivitas terbang.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,10
294,organ tubuh manusia dan hewan,alat pernapasan burung,alat apa yang dimaksud bantu pernapasan burung saat terbang?,pundi udara membantu proses pernapasan ketika burung berada di udara.,pundi-pundi udara membantu burung tetap bernapas ketika terbang jauh.,burung memiliki sistem pernapasan yang mendukung aktivitas terbang.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,10
295,organ tubuh manusia dan hewan,alat pernapasan burung,bisakah kamu menyebutkan alat bantu pernapasan burung saat terbang?,pundi udara membantu proses pernapasan ketika burung berada di udara.,pundi-pundi udara membantu burung tetap bernapas ketika terbang jauh.,burung memiliki sistem pernapasan yang mendukung aktivitas terbang.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,10
296,organ tubuh manusia dan hewan,alat pernapasan serangga,apa nama alat pernapasan pada serangga?,serangga menggunakan trakea yang terhubung dengan lubang kecil bernama stigma.,udara masuk melalui stigma lalu dialirkan ke seluruh tubuh oleh trakea.,serangga tidak bernapas dengan paru-paru seperti manusia.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,10
297,organ tubuh manusia dan hewan,alat pernapasan serangga,alat apa yang dimaksud pernapasan pada serangga?,serangga menggunakan trakea yang terhubung dengan lubang kecil bernama stigma.,udara masuk melalui stigma lalu dialirkan ke seluruh tubuh oleh trakea.,serangga tidak bernapas dengan paru-paru seperti manusia.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,10
298,organ tubuh manusia dan hewan,alat pernapasan serangga,bisakah kamu menyebutkan alat pernapasan pada serangga?,serangga menggunakan trakea yang terhubung dengan lubang kecil bernama stigma.,udara masuk melalui stigma lalu dialirkan ke seluruh tubuh oleh trakea.,serangga tidak bernapas dengan paru-paru seperti manusia.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,10
299,organ tubuh manusia dan hewan,pernapasan cacing,dengan cara apa cacing bernapas?,cacing menyerap oksigen melalui permukaan kulit yang lembap.,kulit cacing yang lembap memudahkan oksigen masuk dan karbon dioksida keluar.,cacing tanah tidak memiliki alat pernapasan khusus.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,8
300,organ tubuh manusia dan hewan,pernapasan cacing,apa proses cacing bernapas?,cacing menyerap oksigen melalui permukaan kulit yang lembap.,kulit cacing yang lembap memudahkan oksigen masuk dan karbon dioksida keluar.,cacing tanah tidak memiliki alat pernapasan khusus.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,8
301,organ tubuh manusia dan hewan,pernapasan cacing,ceritakan proses cacing bernapas?,cacing menyerap oksigen melalui permukaan kulit yang lembap.,kulit cacing yang lembap memudahkan oksigen masuk dan karbon dioksida keluar.,cacing tanah tidak memiliki alat pernapasan khusus.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,8
302,organ tubuh manusia dan hewan,gangguan pernapasan,apa saja satu penyakit yang menyerang alat pernapasan manusia?,contohnya asma influenza serta tbc yang mengganggu fungsi pernapasan.,asma menyebabkan saluran napas menyempit sehingga sulit bernapas.,alat pernapasan dapat terganggu oleh penyakit dan udara tercemar.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,9
303,organ tubuh manusia dan hewan,gangguan pernapasan,dapatkah kamu menyebutkan satu penyakit yang menyerang alat pernapasan manusia?,contohnya asma influenza serta tbc yang mengganggu fungsi pernapasan.,asma menyebabkan saluran napas menyempit sehingga sulit bernapas.,alat pernapasan dapat terganggu oleh penyakit dan udara tercemar.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,9
304,organ tubuh manusia dan hewan,gangguan pernapasan,tuliskan satu penyakit yang menyerang alat pernapasan manusia?,contohnya asma influenza serta tbc yang mengganggu fungsi pernapasan.,asma menyebabkan saluran napas menyempit sehingga sulit bernapas.,alat pernapasan dapat terganggu oleh penyakit dan udara tercemar.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,9
305,organ tubuh manusia dan hewan,memelihara pernapasan,apa saja dua cara memelihara kesehatan alat pernapasan?,kegiatan tersebut meliputi menjaga kebersihan lingkungan serta rutin berolahraga.,menanam pohon membantu membuat udara lebih segar.,pola hidup sehat membantu alat pernapasan bekerja dengan baik.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,9
306,organ tubuh manusia dan hewan,memelihara pernapasan,dapatkah kamu menyebutkan dua cara memelihara kesehatan alat pernapasan?,kegiatan tersebut meliputi menjaga kebersihan lingkungan serta rutin berolahraga.,menanam pohon membantu membuat udara lebih segar.,pola hidup sehat membantu alat pernapasan bekerja dengan baik.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,9
307,organ tubuh manusia dan hewan,memelihara pernapasan,tuliskan dua cara memelihara kesehatan alat pernapasan?,kegiatan tersebut meliputi menjaga kebersihan lingkungan serta rutin berolahraga.,menanam pohon membantu membuat udara lebih segar.,pola hidup sehat membantu alat pernapasan bekerja dengan baik.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,9
308,pembuatan makanan pada tumbuhan hijau,klorofil,bagaimana penjelasan tentang apa zat hijau daun yang berperan dalam pembuatan makanan?,zat tersebut disebut klorofil yang berperan dalam fotosintesis.,klorofil berada di dalam kloroplas pada daun.,daun hijau membantu tumbuhan membuat makanan sendiri.,https: www.omahbse.com ktsp file sd-5 ipa 001,12,8
309,pembuatan makanan pada tumbuhan hijau,klorofil,apa yang dapat kamu jelaskan mengenai apa zat hijau daun yang berperan dalam pembuatan makanan?,zat tersebut disebut klorofil yang berperan dalam fotosintesis.,klorofil berada di dalam kloroplas pada daun.,daun hijau membantu tumbuhan membuat makanan sendiri.,https: www.omahbse.com ktsp file sd-5 ipa 001,15,8
310,pembuatan makanan pada tumbuhan hijau,klorofil,mengapa apa zat hijau daun yang berperan dalam pembuatan makanan penting?,zat tersebut disebut klorofil yang berperan dalam fotosintesis.,klorofil berada di dalam kloroplas pada daun.,daun hijau membantu tumbuhan membuat makanan sendiri.,https: www.omahbse.com ktsp file sd-5 ipa 001,11,8
311,pembuatan makanan pada tumbuhan hijau,bahan fotosintesis,bagaimana penjelasan tentang apa saja bahan yang diperlukan tumbuhan untuk fotosintesis?,bahan tersebut meliputi air karbondioksida klorofil serta cahaya matahari.,tumbuhan menyerap air dari akar dan karbondioksida melalui stomata.,fotosintesis hanya dapat berlangsung jika bahan-bahannya tersedia.,https: www.omahbse.com ktsp file sd-5 ipa 001,11,9
312,pembuatan makanan pada tumbuhan hijau,bahan fotosintesis,apa yang dapat kamu jelaskan mengenai apa saja bahan yang diperlukan tumbuhan untuk fotosintesis?,bahan tersebut meliputi air karbondioksida klorofil serta cahaya matahari.,tumbuhan menyerap air dari akar dan karbondioksida melalui stomata.,fotosintesis hanya dapat berlangsung jika bahan-bahannya tersedia.,https: www.omahbse.com ktsp file sd-5 ipa 001,14,9
313,pembuatan makanan pada tumbuhan hijau,bahan fotosintesis,mengapa apa saja bahan yang diperlukan tumbuhan untuk fotosintesis penting?,bahan tersebut meliputi air karbondioksida klorofil serta cahaya matahari.,tumbuhan menyerap air dari akar dan karbondioksida melalui stomata.,fotosintesis hanya dapat berlangsung jika bahan-bahannya tersedia.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,9
314,pembuatan makanan pada tumbuhan hijau,hasil fotosintesis,apa yang dihasilkan oleh utama fotosintesis?,hasilnya berupa glukosa sebagai sumber energi serta oksigen.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,8
315,pembuatan makanan pada tumbuhan hijau,hasil fotosintesis,hasil utama dari utama fotosintesis apa?,hasilnya berupa glukosa sebagai sumber energi serta oksigen.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,8
316,pembuatan makanan pada tumbuhan hijau,hasil fotosintesis,produk yang dihasilkan oleh utama fotosintesis itu apa?,hasilnya berupa glukosa sebagai sumber energi serta oksigen.,"glukosa dipakai tumbuhan sebagai makanan, sedangkan oksigen dilepas ke udara.",proses fotosintesis menghasilkan makanan dan udara segar.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,8
317,pembuatan makanan pada tumbuhan hijau,stomata,bagaimana penjelasan tentang melalui apa karbondioksida masuk ke daun?,karbondioksida masuk melalui stomata pada permukaan daun.,stomata membuka jalan masuk gas yang dibutuhkan daun.,daun berperan penting dalam pertukaran zat.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,7
318,pembuatan makanan pada tumbuhan hijau,stomata,apa yang dapat kamu jelaskan mengenai melalui apa karbondioksida masuk ke daun?,karbondioksida masuk melalui stomata pada permukaan daun.,stomata membuka jalan masuk gas yang dibutuhkan daun.,daun berperan penting dalam pertukaran zat.,https: www.omahbse.com ktsp file sd-5 ipa 001,12,7
319,pembuatan makanan pada tumbuhan hijau,stomata,mengapa melalui apa karbondioksida masuk ke daun penting?,karbondioksida masuk melalui stomata pada permukaan daun.,stomata membuka jalan masuk gas yang dibutuhkan daun.,daun berperan penting dalam pertukaran zat.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,7
320,pembuatan makanan pada tumbuhan hijau,timbunan makanan di akar,apa saja contoh tumbuhan yang menyimpan makanan di akar?,contohnya singkong wortel bengkoang serta lobak.,singkong menyimpan cadangan makanannya pada akar.,sebagian bagian tumbuhan yang kita makan merupakan timbunan makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,6
321,pembuatan makanan pada tumbuhan hijau,timbunan makanan di akar,dapatkah kamu menyebutkan contoh tumbuhan yang menyimpan makanan di akar?,contohnya singkong wortel bengkoang serta lobak.,singkong menyimpan cadangan makanannya pada akar.,sebagian bagian tumbuhan yang kita makan merupakan timbunan makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,6
322,pembuatan makanan pada tumbuhan hijau,timbunan makanan di akar,tuliskan contoh tumbuhan yang menyimpan makanan di akar?,contohnya singkong wortel bengkoang serta lobak.,singkong menyimpan cadangan makanannya pada akar.,sebagian bagian tumbuhan yang kita makan merupakan timbunan makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,6
323,pembuatan makanan pada tumbuhan hijau,timbunan makanan di batang,apa saja contoh tumbuhan yang menyimpan makanan di batang?,contohnya tebu sagu serta enau.,batang tebu terasa manis karena menyimpan cadangan makanan.,beberapa tumbuhan menimbun makanan pada batangnya.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,5
324,pembuatan makanan pada tumbuhan hijau,timbunan makanan di batang,dapatkah kamu menyebutkan contoh tumbuhan yang menyimpan makanan di batang?,contohnya tebu sagu serta enau.,batang tebu terasa manis karena menyimpan cadangan makanan.,beberapa tumbuhan menimbun makanan pada batangnya.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,5
325,pembuatan makanan pada tumbuhan hijau,timbunan makanan di batang,tuliskan contoh tumbuhan yang menyimpan makanan di batang?,contohnya tebu sagu serta enau.,batang tebu terasa manis karena menyimpan cadangan makanan.,beberapa tumbuhan menimbun makanan pada batangnya.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,5
326,pembuatan makanan pada tumbuhan hijau,timbunan makanan di buah,apa saja contoh tumbuhan yang menyimpan makanan di buah?,contohnya mangga pepaya apel serta jeruk.,buah mangga berisi cadangan makanan hasil fotosintesis.,buah menjadi salah satu tempat penyimpanan hasil fotosintesis.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,6
327,pembuatan makanan pada tumbuhan hijau,timbunan makanan di buah,dapatkah kamu menyebutkan contoh tumbuhan yang menyimpan makanan di buah?,contohnya mangga pepaya apel serta jeruk.,buah mangga berisi cadangan makanan hasil fotosintesis.,buah menjadi salah satu tempat penyimpanan hasil fotosintesis.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,6
328,pembuatan makanan pada tumbuhan hijau,timbunan makanan di buah,tuliskan contoh tumbuhan yang menyimpan makanan di buah?,contohnya mangga pepaya apel serta jeruk.,buah mangga berisi cadangan makanan hasil fotosintesis.,buah menjadi salah satu tempat penyimpanan hasil fotosintesis.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,6
329,pembuatan makanan pada tumbuhan hijau,timbunan makanan di biji,apa saja contoh tumbuhan yang menyimpan makanan di biji?,contohnya kacang hijau kacang tanah serta kacang kedelai.,biji kacang tanah menyimpan cadangan makanan untuk tumbuh.,biji menjadi sumber makanan bagi manusia dan hewan.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,8
330,pembuatan makanan pada tumbuhan hijau,timbunan makanan di biji,dapatkah kamu menyebutkan contoh tumbuhan yang menyimpan makanan di biji?,contohnya kacang hijau kacang tanah serta kacang kedelai.,biji kacang tanah menyimpan cadangan makanan untuk tumbuh.,biji menjadi sumber makanan bagi manusia dan hewan.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,8
331,pembuatan makanan pada tumbuhan hijau,timbunan makanan di biji,tuliskan contoh tumbuhan yang menyimpan makanan di biji?,contohnya kacang hijau kacang tanah serta kacang kedelai.,biji kacang tanah menyimpan cadangan makanan untuk tumbuh.,biji menjadi sumber makanan bagi manusia dan hewan.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,8
332,pembuatan makanan pada tumbuhan hijau,peranan tumbuhan hijau,apa alasan tumbuhan hijau penting bagi manusia dan hewan?,tumbuhan menjadi sumber makanan sekaligus penghasil oksigen.,pohon rindang membuat udara terasa lebih sejuk dan segar.,"tanpa tumbuhan hijau, manusia dan hewan kekurangan makanan dan oksigen.",https: www.omahbse.com ktsp file sd-5 ipa 001,9,7
333,pembuatan makanan pada tumbuhan hijau,peranan tumbuhan hijau,apa sebab tumbuhan hijau penting bagi manusia dan hewan?,tumbuhan menjadi sumber makanan sekaligus penghasil oksigen.,pohon rindang membuat udara terasa lebih sejuk dan segar.,"tanpa tumbuhan hijau, manusia dan hewan kekurangan makanan dan oksigen.",https: www.omahbse.com ktsp file sd-5 ipa 001,9,7
334,pembuatan makanan pada tumbuhan hijau,peranan tumbuhan hijau,apa penyebab tumbuhan hijau penting bagi manusia dan hewan?,tumbuhan menjadi sumber makanan sekaligus penghasil oksigen.,pohon rindang membuat udara terasa lebih sejuk dan segar.,"tanpa tumbuhan hijau, manusia dan hewan kekurangan makanan dan oksigen.",https: www.omahbse.com ktsp file sd-5 ipa 001,9,7
335,penyesuaian diri makhluk hidup dengan lingkungannya,pengertian adaptasi,apa pengertian adaptasi?,kemampuan ini disebut adaptasi.,kaktus mampu hidup di daerah kering karena memiliki ciri khusus.,adaptasi bertujuan mempertahankan hidup.,https: www.omahbse.com ktsp file sd-5 ipa 001,3,4
336,penyesuaian diri makhluk hidup dengan lingkungannya,pengertian adaptasi,bagaimana definisi adaptasi?,kemampuan ini disebut adaptasi.,kaktus mampu hidup di daerah kering karena memiliki ciri khusus.,adaptasi bertujuan mempertahankan hidup.,https: www.omahbse.com ktsp file sd-5 ipa 001,3,4
337,penyesuaian diri makhluk hidup dengan lingkungannya,pengertian adaptasi,jelaskan apa itu adaptasi?,kemampuan ini disebut adaptasi.,kaktus mampu hidup di daerah kering karena memiliki ciri khusus.,adaptasi bertujuan mempertahankan hidup.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,4
338,penyesuaian diri makhluk hidup dengan lingkungannya,bentuk kaki burung,apa alasan bentuk kaki burung berbeda-beda?,perbedaan ini berkaitan dengan lingkungan serta cara memperoleh makanan.,itik memiliki kaki berselaput untuk berenang.,burung menyesuaikan bentuk tubuhnya dengan lingkungan.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,9
339,penyesuaian diri makhluk hidup dengan lingkungannya,bentuk kaki burung,apa sebab bentuk kaki burung berbeda-beda?,perbedaan ini berkaitan dengan lingkungan serta cara memperoleh makanan.,itik memiliki kaki berselaput untuk berenang.,burung menyesuaikan bentuk tubuhnya dengan lingkungan.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,9
340,penyesuaian diri makhluk hidup dengan lingkungannya,bentuk kaki burung,apa penyebab bentuk kaki burung berbeda-beda?,perbedaan ini berkaitan dengan lingkungan serta cara memperoleh makanan.,itik memiliki kaki berselaput untuk berenang.,burung menyesuaikan bentuk tubuhnya dengan lingkungan.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,9
341,penyesuaian diri makhluk hidup dengan lingkungannya,bentuk paruh burung,apa alasan bentuk paruh burung tidak sama?,bentuk tersebut menyesuaikan jenis makanan yang dikonsumsi.,elang memiliki paruh tajam untuk mengoyak daging.,bentuk paruh membantu burung memperoleh makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,7
342,penyesuaian diri makhluk hidup dengan lingkungannya,bentuk paruh burung,apa sebab bentuk paruh burung tidak sama?,bentuk tersebut menyesuaikan jenis makanan yang dikonsumsi.,elang memiliki paruh tajam untuk mengoyak daging.,bentuk paruh membantu burung memperoleh makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,7
343,penyesuaian diri makhluk hidup dengan lingkungannya,bentuk paruh burung,apa penyebab bentuk paruh burung tidak sama?,bentuk tersebut menyesuaikan jenis makanan yang dikonsumsi.,elang memiliki paruh tajam untuk mengoyak daging.,bentuk paruh membantu burung memperoleh makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,7
344,penyesuaian diri makhluk hidup dengan lingkungannya,mulut serangga,bagaimana penjelasan tentang apa contoh penyesuaian diri pada serangga untuk memperoleh makanan?,mulut serangga berbeda bentuk sesuai jenis makanannya.,nyamuk memiliki mulut penusuk dan pengisap.,serangga menyesuaikan alat mulutnya dengan makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,12,7
345,penyesuaian diri makhluk hidup dengan lingkungannya,mulut serangga,apa yang dapat kamu jelaskan mengenai apa contoh penyesuaian diri pada serangga untuk memperoleh makanan?,mulut serangga berbeda bentuk sesuai jenis makanannya.,nyamuk memiliki mulut penusuk dan pengisap.,serangga menyesuaikan alat mulutnya dengan makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,15,7
346,penyesuaian diri makhluk hidup dengan lingkungannya,mulut serangga,mengapa apa contoh penyesuaian diri pada serangga untuk memperoleh makanan penting?,mulut serangga berbeda bentuk sesuai jenis makanannya.,nyamuk memiliki mulut penusuk dan pengisap.,serangga menyesuaikan alat mulutnya dengan makanan.,https: www.omahbse.com ktsp file sd-5 ipa 001,11,7
347,penyesuaian diri makhluk hidup dengan lingkungannya,bunglon,dengan cara apa bunglon melindungi diri?,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,7
348,penyesuaian diri makhluk hidup dengan lingkungannya,bunglon,apa proses bunglon melindungi diri?,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,7
349,penyesuaian diri makhluk hidup dengan lingkungannya,bunglon,ceritakan proses bunglon melindungi diri?,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,7
350,penyesuaian diri makhluk hidup dengan lingkungannya,kalajengking,dengan cara apa kalajengking melindungi diri?,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,5
351,penyesuaian diri makhluk hidup dengan lingkungannya,kalajengking,apa proses kalajengking melindungi diri?,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,5
352,penyesuaian diri makhluk hidup dengan lingkungannya,kalajengking,ceritakan proses kalajengking melindungi diri?,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,5
353,penyesuaian diri makhluk hidup dengan lingkungannya,cecak dan cumi-cumi,apa saja cara cecak dan cumi-cumi melindungi diri?,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,7
354,penyesuaian diri makhluk hidup dengan lingkungannya,cecak dan cumi-cumi,dapatkah kamu menyebutkan cara cecak dan cumi-cumi melindungi diri?,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,7
355,penyesuaian diri makhluk hidup dengan lingkungannya,cecak dan cumi-cumi,tuliskan cara cecak dan cumi-cumi melindungi diri?,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,7
356,penyesuaian diri makhluk hidup dengan lingkungannya,tumbuhan adaptif,apa saja contoh tumbuhan yang beradaptasi pada lingkungan kering atau air?,contohnya kaktus jati teratai serta eceng gondok.,kaktus berdaun kecil seperti duri untuk mengurangi penguapan.,tumbuhan juga menyesuaikan diri dengan tempat hidupnya.,https: www.omahbse.com ktsp file sd-5 ipa 001,11,7
357,penyesuaian diri makhluk hidup dengan lingkungannya,tumbuhan adaptif,dapatkah kamu menyebutkan contoh tumbuhan yang beradaptasi pada lingkungan kering atau air?,contohnya kaktus jati teratai serta eceng gondok.,kaktus berdaun kecil seperti duri untuk mengurangi penguapan.,tumbuhan juga menyesuaikan diri dengan tempat hidupnya.,https: www.omahbse.com ktsp file sd-5 ipa 001,12,7
358,penyesuaian diri makhluk hidup dengan lingkungannya,tumbuhan adaptif,tuliskan contoh tumbuhan yang beradaptasi pada lingkungan kering atau air?,contohnya kaktus jati teratai serta eceng gondok.,kaktus berdaun kecil seperti duri untuk mengurangi penguapan.,tumbuhan juga menyesuaikan diri dengan tempat hidupnya.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,7
359,bahan penyusun benda dan sifatnya,sifat bahan,apa alasan benda dibuat dari bahan yang berbeda?,hal ini karena setiap bahan memiliki sifat serta kegunaan berbeda.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,10
360,bahan penyusun benda dan sifatnya,sifat bahan,apa sebab benda dibuat dari bahan yang berbeda?,hal ini karena setiap bahan memiliki sifat serta kegunaan berbeda.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,10
361,bahan penyusun benda dan sifatnya,sifat bahan,apa penyebab benda dibuat dari bahan yang berbeda?,hal ini karena setiap bahan memiliki sifat serta kegunaan berbeda.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,10
362,bahan penyusun benda dan sifatnya,serat,apa pengertian serat pada bahan penyusun benda?,serat berupa untaian halus yang tidak dapat dipisahkan lagi.,benang dan tali tersusun dari serat.,serat menjadi bahan dasar untuk beberapa benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,9
